"CASEID_NEW","PPAGECAT","PPAGE","PPEDUCAT","PPEDUC","PPETHM","PPGENDER","PPHOUSEHOLDSIZE","PPINCIMP","PPMARIT","PPREG4","PPRENT","CHILDREN_IN_HH","PPWORK","PPNET","PPPARTYID3","PAPRELIGION","Q4","Q6B","Q7B","Q9","Q10","Q17A","Q21B","Q21D","Q23","Q27","Q31_1","Q31_2","Q31_3","Q31_4","Q31_5","Q31_6","Q31_7","Q31_8","Q31_9","Q32","Q34","HOW_LONG_RELATIONSHIP"
171391,"(03) 35-44",39,"(3) some college","(11) associate degree","(1) white, non-hispanic","(1) male",2,"(12) $50,000 to $59,999","(1) married","(2) midwest","(1) owned or being bought by you or someone in your household",0,"(1) working - as a paid employee","(1) yes","(1) republican","(05) Jewish","(2) female","(1) white","(05) jewish",36,"(12) bachelor's degree","(1) once (this is my first marriage)",36,37,"(2) we earned about the same amount","(2) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(2) no, we did not meet through the internet","(2) good",0.44999998808
172291,"(02) 25-34",29,"(4) bachelor's degree or higher","(12) bachelors degree","(1) white, non-hispanic","(2) female",4,"(16) $100,000 to $124,999","(1) married","(1) northeast","(1) owned or being bought by you or someone in your household",0,"(2) working - self-employed","(1) yes","(3) democrat","(03) Catholic","(1) male","(1) white","(02) protestant (e.g. methodist, lutheran, presbyterian, episcopal)",29,"(11) associate degree","(1) once (this is my first marriage)",16,22,"(3) partner earned more","(2) no","(0) no","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(1) excellent",13
173671,"(06) 65-74",67,"(2) high school","(09) high school graduate - high school diploma or the equivalent (ged)","(5) 2+ races, non-hispanic","(1) male",3,"(08) $25,000 to $29,999","(1) married","(4) west","(3) occupied without payment of cash rent",0,"(5) not working - retired","(1) yes","(3) democrat","(03) Catholic","(2) female","(1) white","(03) catholic",66,"(09) hs graduate or ged","(1) once (this is my first marriage)",18,20,"(1) i earned more","(2) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(2) no, we did not meet through the internet","(2) good",49
179461,"(04) 45-54",46,"(2) high school","(09) high school graduate - high school diploma or the equivalent (ged)","(1) white, non-hispanic","(1) male",2,"(17) $125,000 to $149,999","(1) married","(1) northeast","(1) owned or being bought by you or someone in your household",0,"(1) working - as a paid employee","(1) yes","(1) republican","(13) None","(2) female","(1) white","(02) protestant (e.g. methodist, lutheran, presbyterian, episcopal)",44,"(10) some college, no degree","(1) once (this is my first marriage)",24,26,"(1) i earned more","(2) no","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(2) good",22
180415,"(03) 35-44",41,"(4) bachelor's degree or higher","(12) bachelors degree","(2) black, non-hispanic","(1) male",1,"(08) $25,000 to $29,999","(5) never married","(1) northeast","(2) rented for cash",0,"(1) working - as a paid employee","(1) yes","(3) democrat","(01) Baptist- any denomination","(1) male","(5) other (please specify)","(06) muslim",51,"(13) master's degree","(1) once (this is my first marriage)",24,38,"(3) partner earned more","(2) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(2) no, we did not meet through the internet","(1) excellent",17
187511,"(04) 45-54",51,"(3) some college","(11) associate degree","(1) white, non-hispanic","(1) male",2,"(18) $150,000 to $174,999","(1) married","(3) south","(1) owned or being bought by you or someone in your household",0,"(1) working - as a paid employee","(1) yes","(1) republican","(02) Protestant (e.g., Methodist, Lutheran, Presbyterian, Episcopal)","(2) female","(1) white","(02) protestant (e.g. methodist, lutheran, presbyterian, episcopal)",49,"(12) bachelor's degree","(3) three times",40,41,"(3) partner earned more","(2) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(0) no","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(1) excellent",11
189411,"(03) 35-44",41,"(4) bachelor's degree or higher","(12) bachelors degree","(1) white, non-hispanic","(1) male",4,"(15) $85,000 to $99,999","(1) married","(1) northeast","(1) owned or being bought by you or someone in your household",2,"(1) working - as a paid employee","(1) yes","(1) republican","(03) Catholic","(2) female","(1) white","(03) catholic",40,"(13) master's degree","(1) once (this is my first marriage)",19,24,"(1) i earned more","(2) no","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(1) excellent",22
191546,"(04) 45-54",54,"(2) high school","(09) high school graduate - high school diploma or the equivalent (ged)","(2) black, non-hispanic","(1) male",2,"(05) $12,500 to $14,999","(6) living with partner","(2) midwest","(2) rented for cash",0,"(6) not working - disabled","(0) no","(3) democrat","(03) Catholic","(2) female","(2) black or african american","(01) baptist - any denomination",54,"(09) hs graduate or ged","(1) once (this is my first marriage)",18,21,"(3) partner earned more","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(0) no","(0) no","(2) no, we did not meet through the internet","(2) good",36
192341,"(02) 25-34",34,"(2) high school","(09) high school graduate - high school diploma or the equivalent (ged)","(1) white, non-hispanic","(1) male",5,"(10) $35,000 to $39,999","(1) married","(2) midwest","(1) owned or being bought by you or someone in your household",3,"(1) working - as a paid employee","(1) yes","(1) republican","(13) None","(2) female","(1) white","(01) baptist - any denomination",33,"(09) hs graduate or ged","(1) once (this is my first marriage)",23,23,"(1) i earned more","(2) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(0) no","(2) no, we did not meet through the internet","(2) good",11
194441,"(03) 35-44",44,"(2) high school","(09) high school graduate - high school diploma or the equivalent (ged)","(1) white, non-hispanic","(2) female",1,"(11) $40,000 to $49,999","(1) married","(3) south","(1) owned or being bought by you or someone in your household",0,"(1) working - as a paid employee","(0) no","(3) democrat","(13) None","(1) male","(1) white","(13) none",51,"(09) hs graduate or ged","(1) once (this is my first marriage)",16,17,"(3) partner earned more","(2) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(0) no","(2) no, we did not meet through the internet","(2) good",28
196851,"(07) 75+",85,"(2) high school","(09) high school graduate - high school diploma or the equivalent (ged)","(1) white, non-hispanic","(1) male",2,"(11) $40,000 to $49,999","(1) married","(2) midwest","(2) rented for cash",0,"(5) not working - retired","(0) no","(1) republican","(11) other Christian","(2) female","(1) white","(02) protestant (e.g. methodist, lutheran, presbyterian, episcopal)",83,"(10) some college, no degree","(1) once (this is my first marriage)",14,20,"(1) i earned more","(2) no","(0) no","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(1) excellent",71
199261,"(02) 25-34",26,"(4) bachelor's degree or higher","(13) masters degree","(1) white, non-hispanic","(2) female",2,"(06) $15,000 to $19,999","(1) married","(4) west","(2) rented for cash",0,"(1) working - as a paid employee","(1) yes","(1) republican","(02) Protestant (e.g., Methodist, Lutheran, Presbyterian, Episcopal)","(1) male","(1) white","(02) protestant (e.g. methodist, lutheran, presbyterian, episcopal)",27,"(13) master's degree","(1) once (this is my first marriage)",19,20,"(3) partner earned more","(2) no","(0) no","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(1) excellent",7
202631,"(05) 55-64",63,"(4) bachelor's degree or higher","(13) masters degree","(1) white, non-hispanic","(1) male",2,"(15) $85,000 to $99,999","(1) married","(2) midwest","(2) rented for cash",0,"(5) not working - retired","(1) yes","(3) democrat","(02) Protestant (e.g., Methodist, Lutheran, Presbyterian, Episcopal)","(2) female","(1) white","(02) protestant (e.g. methodist, lutheran, presbyterian, episcopal)",75,"(13) master's degree","(1) once (this is my first marriage)",27,28,"(2) we earned about the same amount","(2) no","(1) yes","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(1) excellent",36
204561,"(05) 55-64",56,"(2) high school","(09) high school graduate - high school diploma or the equivalent (ged)","(1) white, non-hispanic","(2) female",2,"(14) $75,000 to $84,999","(1) married","(2) midwest","(1) owned or being bought by you or someone in your household",0,"(2) working - self-employed","(0) no","(3) democrat","(03) Catholic","(1) male","(1) white","(03) catholic",58,"(10) some college, no degree","(1) once (this is my first marriage)",17,18,"(3) partner earned more","(2) no","(0) no","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(2) good",39
205421,"(03) 35-44",42,"(2) high school","(09) high school graduate - high school diploma or the equivalent (ged)","(1) white, non-hispanic","(1) male",5,"(13) $60,000 to $74,999","(1) married","(4) west","(2) rented for cash",2,"(1) working - as a paid employee","(1) yes","(1) republican","(11) other Christian","(2) female","(1) white","(01) baptist - any denomination",37,"(09) hs graduate or ged","(1) once (this is my first marriage)",22,24,"(1) i earned more","(2) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(2) no, we did not meet through the internet","(1) excellent",20
206541,"(04) 45-54",54,"(2) high school","(09) high school graduate - high school diploma or the equivalent (ged)","(1) white, non-hispanic","(2) female",2,"(13) $60,000 to $74,999","(1) married","(3) south","(1) owned or being bought by you or someone in your household",0,"(1) working - as a paid employee","(1) yes","(3) democrat","(03) Catholic","(1) male","(1) white","(03) catholic",54,"(11) associate degree","(1) once (this is my first marriage)",19,22,"(3) partner earned more","(1) yes","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(1) excellent",35
211571,"(05) 55-64",57,"(2) high school","(09) high school graduate - high school diploma or the equivalent (ged)","(4) hispanic","(2) female",4,"(16) $100,000 to $124,999","(1) married","(4) west","(1) owned or being bought by you or someone in your household",0,"(1) working - as a paid employee","(1) yes","(3) democrat","(01) Baptist- any denomination","(1) male","(1) white","(01) baptist - any denomination",62,"(14) professional or doctorate degree","(1) once (this is my first marriage)",17,17,"(3) partner earned more","(2) no","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(1) excellent",40
214591,"(05) 55-64",59,"(2) high school","(09) high school graduate - high school diploma or the equivalent (ged)","(1) white, non-hispanic","(1) male",2,"(12) $50,000 to $59,999","(1) married","(3) south","(1) owned or being bought by you or someone in your household",0,"(6) not working - disabled","(1) yes","(1) republican","(13) None","(2) female","(1) white","(02) protestant (e.g. methodist, lutheran, presbyterian, episcopal)",64,"(12) bachelor's degree","(1) once (this is my first marriage)",27,28,"(3) partner earned more","(2) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(0) no","(0) no","(2) no, we did not meet through the internet","(1) excellent",32
220411,"(03) 35-44",41,"(4) bachelor's degree or higher","(12) bachelors degree","(1) white, non-hispanic","(1) male",2,"(12) $50,000 to $59,999","(1) married","(2) midwest","(1) owned or being bought by you or someone in your household",0,"(1) working - as a paid employee","(1) yes","(3) democrat","(13) None","(2) female","(1) white","(13) none",36,"(12) bachelor's degree","(1) once (this is my first marriage)",30,34,"(1) i earned more","(2) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(0) no","(2) no, we did not meet through the internet","(1) excellent",11
222281,"(02) 25-34",28,"(4) bachelor's degree or higher","(12) bachelors degree","(1) white, non-hispanic","(1) male",2,"(14) $75,000 to $84,999","(1) married","(3) south","(2) rented for cash",0,"(1) working - as a paid employee","(1) yes","(1) republican","(01) Baptist- any denomination","(2) female","(1) white","(01) baptist - any denomination",28,"(13) master's degree","(1) once (this is my first marriage)",23,24,"(1) i earned more","(2) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(0) no","(2) no, we did not meet through the internet","(1) excellent",5
225411,"(03) 35-44",41,"(3) some college","(11) associate degree","(1) white, non-hispanic","(1) male",4,"(18) $150,000 to $174,999","(1) married","(1) northeast","(1) owned or being bought by you or someone in your household",2,"(7) not working - other","(1) yes","(1) republican","(13) None","(2) female","(1) white","(11) other christian",43,"(12) bachelor's degree","(1) once (this is my first marriage)",18,26,"(3) partner earned more","(2) no","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(2) good",23
226381,"(03) 35-44",38,"(4) bachelor's degree or higher","(14) professional or doctorate degree","(1) white, non-hispanic","(2) female",2,"(19) $175,000 or more","(1) married","(1) northeast","(1) owned or being bought by you or someone in your household",0,"(1) working - as a paid employee","(1) yes","(3) democrat","(02) Protestant (e.g., Methodist, Lutheran, Presbyterian, Episcopal)","(2) female","(1) white","(02) protestant (e.g. methodist, lutheran, presbyterian, episcopal)",42,"(13) master's degree","(1) once (this is my first marriage)",33,35,"(1) i earned more","(2) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(2) no, we did not meet through the internet","(1) excellent",5
